design,freq_hz,n,t_s,delta_med,delta_q25,delta_q75,env_med,env_q25,env_q75
design A,90.0,5,5.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.0,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,6.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.0,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,7.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.0,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,8.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.0,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,9.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.0,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,10.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.0,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,11.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.0,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,12.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.0,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.02,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.04,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.06,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.08,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.1,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.12,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.14,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.16,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.18,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.2,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.22,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.24,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.26,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.28,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.3,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.32,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.34,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.36,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.38,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.4,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.42,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.44,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.46,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.48,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.5,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.52,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.54,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.56,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.58,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.6,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.62,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.64,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.66,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.68,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,13.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,14.0,nan,nan,nan,nan,nan,nan
